甲骨文字,龜甲文
悲觀論,悲觀說
黃粱,黃粱米
帥旗,帥字旗
心中人,意中之人
原稿,貴稿
糖原,戇原質
褻慢,桀驁
反間策,反間計
蜀鳥,望帝
賴耶,種子識
出贅,贅居
塗壁師,泥匠
狂言,狂談
沈鳧,家鷄野雉
水飯,水澆飯
黃壤,玄宅
公私,官私
鞏皮症,皮膚硬化症
銃傷,銃創
補血劑,補血藥
躁急,卞急
文曲星,文曲
杜魂,蜀魂
百劫,永劫
神祕論,神祕主義
買售,賣買
鯉庭,過庭之訓
鯉魚燈,鯉幟
蜂巢罐,煙管罐
帖子,帖紙
面首,斷袖
練磨盤,硏磨機
佛寺,僧伽藍摩
屈身葬,屈葬
大過,大過卦
大道署,內都監
燥痰,鬱痰
彫版,雕版
橢圓率,離心率
宮女,宮娥
便紙,華簡
愚物,愚人
負整數,陰整數
長星,侔星
勅詔,勅書
輪疾,流行病
退休,辭職
枓栱,枓工
復刻板,復刻本
封彌,封內
奇男,奇男子
定說,異說
呼冤,稱寃
讖緯學,圖讖說
軟派,穩健派
官署,官衙
歉年,凶年
格別,各別
黑鱧,黑鯉
戰亡將卒,戰歿將兵
闕掖,九天
散軼,散逸
東床,東牀
干囑,請囑
使人,使者
巖墻,巖牆
精蟲,精子
驚風,驚氣
眼球筋,眼筋
單券冊,單券
靑磁器,靑瓷
鷄群,群鷄
度量,才能
褻慢,偃蹇
經緯書,顚末書
脫穀,打穀
筆鋒,筆端
陰莖石,陰陽石
公兄,三公兄
報恩,酬恩
磽确,萊蕪
譜系,系譜
鐵菱,蒺藜鐵
前回,過般
逸名,庶孼
安靜,恬靜
都府,京輦
邊上加邊,邊之邊
增廣,增廣試
報答,酬報
寒鴉,嘴細鴉
行喪,喪輿
降服,降伏
西王母,王母
砥礪,砥石
絲禽,鷺鷥
增添,加增
追書,追陣
天鵝,白鵠
官廨,廳事
天然林,始業林
十字遺傳,十文字遺傳
名籍,名簿
判義禁,判義禁府事
老齡,老年
土蓮,土芝
箇所,個所
菩薩僧,慈氏
茶店,茶房
單稱判斷,單稱命題
粉體爆發,奮進爆發
內白虎,單白虎
飢餓者,饑餓者
獨裁者,獨裁家
玉版魚,鱣魚
交戰,交戟
硬鱗魚類,硬鱗類
荷花,曼陀羅華
北韓,北朝鮮
颱風眼,颶風眼
宋學,程朱學
八歲兒,新釋八歲兒
早卒,早死
火頭魚,雷魚
碩學,碩士
星槎,星査
女給,接待婦
伊罰干,于伐飡
獵場,狩場
物價動態,物價動向
宮人,內人
蟰蛸,喜子
草龍膽,龍膽
劫年,厄年
不幸,禍殃
精舍,寺院
兵站線,兵站路
長春藤,蘿蔓
穀人,農軍
大闕,宮闕
闕內,宮廷
脚硬,脚硬症
乞丐,流乞
祝盛典,祝結婚
自筆,手筆
晩得,晩得子
如意摩尼,如意寶珠
紅絲瘡,赤遊風
弊屋,敝屋
門中,門內
廣漠,渺漠
意志,意慾
砒霜,信石
拘束,束縛
免罰符,免罪符
登用,擧用
典當鋪,典鋪
藕花,雷芝
血漏,血漏症
薰香,香氣
松花蜜水,松花水
薰風,黃雀風
慈氏菩薩,當來導師
中宿,二泊
病褥,病席
盤龍,蟠龍
逆葬,倒葬
仗臺,杖板
尿細管,細尿管
忍凌,羊韭
冊子,冊
孤輪車,獨輪車
調鍊,熟練
筋肉組織,筋組織
明太,明太魚
移積土,運積土
西大門,敦義門
邐迤,迆邐
釣船,魚船
禁裏,九天
太牢,大牢
短狐,射影
屠漢,庖丁
檢受,檢收
大蛤,花蛤
臭木,臭梧桐
旅魂,旅心
作病,權病
晨風,吐蚊鳥
石印,石搭
山蔭,山應
下級生,下級學生
豬膏,豚油
耆社堂上,耆老所堂上
遍照如來,大日如來
註疏,疏註
抗卞,抗議
燧火,炬火
獨占企業,獨占體
連接杆,連接桿
冢宰,大冢宰
鷄鴞,土梟
佛家,寺宇
陳荒處,沙石之地
校了,完準
輸出超過,出超
調治,調理
喪輿,靈與
賦彩,設彩
西洋式,歐風
程限,程度
棋布,碁布
僑人,旅客
貸越,當座貸越
甲疽,嵌甲瘡
決壞,決潰
時鳥,望帝
自擔,自當
秫米,黃糯
痳病,淋疾
闍梨,闍黎
半宵,中宵
原稿料,稿料
截頭圓錐,錐臺
記載,登載
叡智世界,可想界
水晶凝視,水晶幻視
姦非,不正
砒石,礪石
硫砒鐵鑛,黃砒鐵石
天后,天妃
家宅,家舍
遠候,伺望
此生,此乘
硏磨機,練磨盤
幽都,黃泉
恐縮,惶蹙
蝸牛角,螺旋器
排佛,斥佛
新版,舊板
僞經,外典
可聽度,聽感度
宮城,宮殿
杜魂,周燕
樓述,縷陳
零簡,落帙
仕途,仕宦界
金與,龍車
擒生,生獲
訊問,問當
妖女,妖姬
高亢,高抗
土珠,土鈴
雙神經類,原軟體類
樹稼,樹介
字典,字彙
加檐石,蓋石
客中,僑中
恭謹,恭虔
境土,疆宇
僑接,寓居
長殤,上殤
出産休暇,産休
幹線,本線
暮境,末分
惡習,惡風
陰阜,腎岸
咽頭壁,舌根音
觀客席,觀覽客席
幽界,黃泉
閼伽,閼伽水
刀匠,刀工
極窮,至窮且窮
女僧,僧首座
瓷佛,磁佛
前次,曩日
封墳,成墳
肯定,首肯
杜宇,歸蜀道
饑餓者,飢餓者
招待,招請
錐臺,截頭錐體
菩薩僧,凡夫僧
麥䴷,大麥麴
偏衫,編綴
冶場,冶場間
鍊磨紙,練磨紙
片刻,霎時間
來年,來玆
阿羅伽倻,阿那加耶
棉油,綿花子油
河漢,銀潢
柔然,蠕蠕
左纏藤,鷺鷥藤
口軟,口軟症
赴告,喪報
花柳病,社交病
病鬼,病魔
沿屍,屍軀
佛僧,乞士
水繪,水彩畫
邑內,邑底
後書房,後夫
曲茶,麯茶
砂漏,砂時計
旗下,麾下
今旦,今朝
請簡,請牒狀
淨刹,金地
泗川郡,泗川市
鬼火,神火
石燈籠,長明燈
輻射熱,放射熱
側枝根,副根
匠色,匠人
血風草,草血竭
宮中,宮裏
嬌客,半子
稱病,稱疾
奉事,瞽人
第三胃,重辦胃
杜魂,鼎小鳥
必者赤,秘闍赤
螃蟹醢,醬螃蟹
卜人,周易先生
時給,時間給
牔風,欂栱
先史,史前
相議,商議
銀潢,星河
國葬,因山
讀了,讀破
巨峰,巨木
女仙,仙女
定義域,定義區域
痢漸,痢疾
尺牘,尺書
舒伐邯,一伐干
斷魂,斷腸
勍敵,强敵
酒客,飮客
隙宇,丘亭
泡沫,泡花
蟿螽,蠜螽
溫堗石,溫突石
彌勒,當來彌勒
霎時間,瞬間
死因行爲,死後行爲
楮錢,紙幣
西洋畫,洋畫
草萊,荒蕪地
鹽基性鹽,塩基性塩
陰性植物,陰地植物
綠苔,碧苔
消息滿虛,消息盈虛
神經草,感應草
怨讎,仇怨
迄今,至今
胎兒糞,胎糞
無後,絶後
當來彌勒,慈氏尊子
賣與,賣渡
井田法,井田
美風,美俗
婦道,女道
飢死,饑死
靑皇,靑帝
減速體,減速材
櫟木,鑿子木
後備役,後備
稷唐,玉秫
舞雩祭,雩祭
駐在所,駐在地
差送,差遣
靑藜杖,麗藏
惡政,穢政
馬位田,驛位田
胞子體,造胞體
欲邪行,邪淫
水利組合,水組
耆社,耆老所
木刀,木劒
默祕義務,守祕義務
民黨,民權黨
客夏,昨夏
隸御,隸僕
心膜炎,心膜
震壇,震檀
煙管罐,蜂巢罐
銀魚,還麥魚
鐵甲彈,破甲彈
彫版本,刻版本
不幸,幸福
巖窟,石窟
三角山,北漢山
高良薑,良薑
倉府,府庫
攫奪,攫取
玉簫傳,蘇雲傳
鐵網,鐵條網
眞珠,蠙珠
眞殿,璿源壂
對軸,對幅
賊穴,賊窟
盟約國,同盟國
師大,師範大學
晶析,晶出
袖珍,袖珍本
民營放送,國營放送
野鶩,家鷄野雉
汎溢,氾溢
詞腦樂,思內樂
金燈籠,山慈姑
官府,官尹
緩行列車,緩行
紀元後,西紀
草金鈴,牽牛子
酪農,酪農業
斷善根,無性闡提
晏寧,安寧
混淆林,混合林
狗竊,狗盜
乾製品,乾燥品
紅蝦,大蝦
左旋性,旋光性
持殿,知殿
加良國,金官國
墳墓,丘塚
擒捉,禽獲
騈儷體,騈體文
翰林院,文翰署
完窆,永窆
南天燭,南燭
丁字定規,丁定規
茶亭,茶亭子
魂殿,魂宮
四惡道,四惡趣
功德力,功力
八域志,擇里志
粉周紙,粉紙
寺宇,僧院
陰蝕瘡,膿淋
食麵麭,食麵
隨行,跟從
逸德,失德
愛他,他愛
標準偏差,標準誤差
物理探鑛,物理探査
委細,詳細
金官小京,金官京
室內貧血,假性貧血
和睦,反目
三代追贈,三代追榮
妻葬,妻山
短銃,拳銃
追加試驗,追試
閻魔大王,閻魔
舌論,言爭
八極,八紘
品定,品評
樓榭,樓臺
神意說,王權神授說
長期戰,持久戰
牙口瘡,牙疳瘡
密陀僧,密陀
櫟木,槲木
色情,色慾
兵革,兵戈
阿鼻世界,阿鼻叫喚
協勢,合勢
起潮力,朝夕力
檢案,檢案書
佛供,法供
獨輪車,一輪車
鳥蛤,鹽吹
泰一星,太乙星
文緞,紋緞
民主政治,平民政治
縣蓋,朱傘
奸細輩,奸細之輩
黎民,黔黎
死後處分,死因處分
後任,後任者
桙星,侔星
佛弟子,釋子
氏名,姓名
巡邏,卒更
帶妻僧,火宅僧
彗孛,箒星
魚樵,樵魚
宰卿,宰相
韻素,超分節音
煉禱,慰靈祈禱
瞳子,眼睛
濟州道,濟州特別自治道
蒸庶,蒸民
曄煜,曄然
起點,始作點
聘招,招聘
閻王,閻羅大王
醇朴,淳朴
大乘經,大方等
雙峯駱駝,雙峯駝
灰治粧,廁室
黃昏視,薄命視
健康劑,補藥
隔心,隔意
餘祟,餘症
橘皮紋,橘眼
洞見,洞見
衰退,衰頹
紀念像,記念像
羅裳,羅裙
毆打,毆擊
薄行,輕率
兩袖冊床,兩袖机
村里,里落
咸鏡南道,咸南
進步,向上
經星,二十八宿
衆位,僉員
膝膕,曲䐐
貿米,貿穀
極窮,貧素
層狀巖,堆積巖
望門寡,望門寡婦
再訴,再起訴
蜀魄,住刻啼禽
人君,君上
蛋白光,乳光
陶砂,礬砂
境界層,限界層
陳荒處,不毛地
返禮,回禮
無邊曠野,無邊大野
癡人,癡漢
容姿,儀容
正顔,正色
幇助犯,加擔犯
五黃,土星
訛言,訛說
鱝魚,海鰩魚
伏翼,仙鼠
縮脈,縮流
源流,濫觴
捕盜部將,捕盜軍官
佳酒,美酒
恬靜,安靜
萎蕤,仙人飯
芸穫,耘穫
符籍,符作
偸兒,盜賊
苦杖,虎杖
狂憂,狂痴
俊改,悛改
器局,局量
上肢帶,肩帶
嗣王,嗣君
小朞,練祥
說伏,說服
土斑貓,土斑蝥
山祭祀,山神祭
寸謝,村家
松鶻,海東靑
鍮鐵,鍮石
繞佛,行道
兵革,軍旅
詰朝,明旦
鹿砦,鹿角
廛閈,肆廛
昨歲,去歲
佛盤,佛鉢宇
松柴窯,燒柴窯
鐵鎚,鐵椎
王獄,義禁府
彈着,着彈
吏頭,吏吐
阿媚,媚悅
諸邦,諸國
衽席,寢衾
淋菌,痳菌
土田,田土
半仙戱,鞦韆
保障占領,戰後占領
再度,再次
小還入,步虛子數還入
方陣,魔方陣
權衡,權稱
武士,弓箭之士
傳染病,染病
譏評,譏議
苛政,寬政
赭土,石間硃
貢侵魚,針口魚
羊韭,不死草
脈道,血管
滅門日,沒日
鱴魚,鮆魚
微動計,微震計
衾具,衾褥
矩墨,矩繩
石次蛙,石蟹
遊弋,遊獵
下吏,下典
乞丐,花子
耐爆劑,制爆劑
六十甲子,六甲
阿閦,阿閦佛
淸原郡,淸原
疆梧,强圉
倉廩,庫舍
胰臟,膵臟
貧素,至貧
去般,向前
蠶紙,蠶卵紙
簡單明瞭,簡明
蜂巢,蜂窩
新批判說,新批判主義
成熟分裂,減數分裂
敦厚,敦篤
轉居,遷居
角干,于伐干
喪輿,行喪
作戰課,作戰參謀部
血族結婚,血族婚
惡行,惡行僞
訃信,赴告
雰虹,天弓
理非,是非
三司合啓,三司交章
沈香色,黃褐色
舞天,儛天
階前草,烏韭
六呂,陰呂
庭園,園庭
煙霧,烟霧
底堆石,底氷堆石
關帝,關聖帝君
散步,逍遙
蒼昊,蒼穹
男兒,振男
莓苔,苔蘚
旱地,旱田
新羅,徐耶伐
版畫腐蝕,腐蝕銅版
尊屬親,卑屬親
細菌爆彈,細菌彈
戰爭,兵戈
手擗,手掌
旱氣,天旱
偅竪,童竪
快馬,駃騠
歲除,除夜
玉貫子,玉圈
蜿蟺,土龍
揷植,揷木
闕本,殘本
褶曲,褶壁
許採,許採證
退息,退休
疣目,瘊子
判任官,判任
御宮,坤宮
逸帙,缺帙
適法,不法
終宵,終夜
訓導,提督
天龍,土蟲
眞彩畵,重彩畫
激變,劇變
含光,忽魚
堂板,廳板
兼典醫,典醫補
喝起來,羊負來
贊評,讚評
蛤蚧,蛤蟹
下典,小吏
述部,說明部
德泉庫,內贍寺
水中培養,水耕法
寶界,極樂世界
節省,節約
家計,家道
紀行文,旅行記
肉食蟲,捕食蟲
內耳炎,迷路炎
苦言,甘言
臍下丹田,丹田
禁城,九禁
時辰儀,時計
固定要素,不變要素
嘉優,嘉俳
玄黃丹,紅景丹
潰瘡病,骨瘍
刊本,印本
奏書,上疏
癩疙痲,蟾蜍
闍維法,闍毘法
異相,別狀
厚待,薄待
禿髮,突禿
鬼乳,魔乳
積氣,積聚
离宮,離宮
貽貝,海蜌
保證人,保人
血溺,尿血
僉位,列位
所經事,所經歷
博愛主義,四海同胞主義
己亥迫害,己亥邪獄
懇囑,懇請
詳記,詳錄
泗川市,泗川
得由,得暇
忿然,憤然
歌客,律客
女堞,城堞
饌需,饌品
審美學,美學
畫燒靑,石靑子
牧丹,木芍藥
地絡,接地
氾論,泛論
經羅,輕羅
松煙墨,松烟墨
判事,判樞密院事
于伐干,干罰飡
腫氣,腫物
子部,丙部
初春,早春
珠孔受精,頂端受精
句法,句法
鰍魚,泥鰍
自養,獨立營養
水晶體,晶體
曲曲,坊坊曲曲
乙鳥,鷰鳦
龜坼,龜坼
蒸熱,烝熱
成肉身,神子成肉
衾枕,寢具
石油機關,石油發動機
譯官,象胥
木板,木盤
硏磨砂,磨板沙
鷙鳥,猛禽
男便,夫壻
新約外傳,僞經
儒敎,孔敎
拙荊,拙妻
强心藥,强心劑
全鮑,全鰒
靈輿,靈與
禁斷症勢,禁斷症狀
地精,人蔘
地莓,蠶莓
歡喜地,初歡喜地
電柱,電信柱
西刹,西方極樂
顯裔,華胄
沒廉,沒廉恥
殼物,殼族
空中輸送,航空輸送
宿主,寄主
根塊,塊根
杜鵑,蜀鳥
利己心,愛己心
客兵,僑軍
高層雲,卷層雲
大牙,牙旗
潤文,改稿
寒暖計,寒暑表
標的,標點
兵端,戰端
飾裝,飾粧
寡母,嫠婦
手段客,手段家
漏落,落漏
幼者,孩兒
童帝,幼帝
水厭,雷魚
權窆,權厝
江豚,海豚
瞽人,盲者
烽燧臺,烽所
逸言,逸口
木綿絲,綿絲
不易田,不易之地
夢色,夢泄
油鞋子,泥鞋
再服役,再役
玈弓,盧弓
右閤,端揆
稚兒,童穉
祝福祈禱,祝禱
迂怪,薄行
友誼,友情
末子魚,鱴兒
右閤,右相
退樑,繼梁
流乞,乞丐
人德,人福
掌交司,外務掌交司
烏鸛,黑鸛
老婆,老姑
盤覈,盤詰
闍毘法,闍鼻多法
出鄕,歸鄕
復讎,復讐
射手座,射手宮
養育,育鞠
居昌郡,居昌
瘠地,荒蕪地
慶尙,慶尙道
橫行,縱行
蓄膿症,蓄膿
正方形,正四角形
蠕蟲類,蠕形動物
入校式,入學式
冥曹,黃壚
星槎,星楂
披髮,被髮
黃鱨魚,黃頰魚
木稼,樹掛
浮橋,浮梁
仗器,戈兵
舅氏,外三寸
高積雲,積卷雲
好惡,好惡
倒語,顚倒語
殊鄕,異鄕
同接,同學
壓搾,壓榨
上流層,中流層
康津郡,康津
慈氏,彌勒菩薩
機動船,機械船
國礎,國基
按察,按檢
黃雲傳,黃將軍傳
我空,人空
活字本,活印本
表象,心象
棋界,碁壇
頃日,疇曩
屠者,屠家
半腹,中腹
腹皮反射,腹壁反射
恩平區,恩平
性根,根性
咎殃,災殃
甎槨,塼槨
勁矢,勁箭
順奴部,順那
蜜槽,蜜腺
芭椒,黏椒
龍闕,宮家
老翁鬚,忍冬
朝廷,朝家
海苔,翠苔
生得觀念,本有觀念
密屠,密屠殺
同値,同等
削職,削奪官職
出帆,解纜
沒刻,夜半
酒案,酒案床
發喪,擧哀
凸彫,峭刻
禁掖,宮禁
元正,元日
礙子連,碍子連
停寢,停廢
常識,普通知識
瞬間,霎時間
連杆,接合棒
黃老學,道敎
皇猷,皇謨
手顫,手戰
合瓣花,離瓣花
死王,閻魔王
坑戮,坑殺
疇曩,向前
重三,三三令節
帶劍,銃劍
窮髮,瘠地
精讀,濫讀
海外,海內
鍊習用,練習用
天潢,銀河水
于山國,鬱陵島
當前,目前
續樑,繼梁
痺疳,脾疳
絡蹄,石距
寫字生,筆生
連枕,同寢
比歲,近年
潤態,豊富
大日如來,遍照金剛
銀錢魚,大錢魚
僕隷,隸人
舊相識,舊知
陶砂,礬水
濟時材,濟世之才
阿闍梨,闍黎
乳兒,孺嬰
上刑,極刑
本國劍,新羅劍
文殊師利,文殊菩薩
輕慮,短慮
歲旦,正朝
租稅,稅
仙侶,仙侶調
垣墻,垣牆
中老,中老人
捧納,捧入
妓生退物,退妓
捕虜,虜囚
早期浸潤,圓形浸潤
逆症,逆情
捐命,捐生
皇位,皇祚
暮鐘,晩鐘
意識一般,先驗的統覺
屯戍,屯衛
食器,食具
昭析,昭雪
遠美區,遠美
什物,器什
吟諷,吟詠
樹霜,樹氷
席卷,席捲
九霄,層霄
合法,違法
放列,砲列
雜考,雜攷
寶相華紋,寶相華
早朝,早晨
射影,水狐
倦疲,倦罷
潛水病,潛水夫病
橘眼,橘皮紋
洋紙,唐紙
餉保,軍保
僮子木,童子木
豫定說,運命論
果上,果地
肅整,靜肅
就寢,起床
花環,花輪
惡行僞,惡行
脂油,脂肪油
放溢,放逸
地苺,地莓
水蘚,萍草
功業,事業
黑曜,伽留陀夷
土瀝靑,瀝靑
檢覆,覆檢
紵布,苧布
草鞋蟲,鼠婦
緖言,序文
火魚,達江魚
輕粉,汞粉
選言,論理合
山椒科,芸香科
寺院,淨刹
靑娘子,蜻蛉
基礎,根底
雄力,偉力
露天掘,露掘
射工,水狐
外棺,屍柩
閒適,閑適
馨香,薰香
部分割,部分卵割
黃塵,俗塵
疎斥,疏斥
傴背,癃疾
胎息法,胎息
假監役,假監役官
大惡,極惡無道
大歉年,大殺年
短狐,水努
動輿,行啓
瓦斯紗,瓦斯織
一切藏經,一切經
御璽,國寶
寶書,答狀
請簡,請牒
嚴繩,嚴懲
懸梯,梯階
多管罐,煙管罐
僵屍,凍屍
桑白皮,桑根白皮
窮髮,陳荒地
土蓮,芋子
紡織機械,紡織機
妙想,妙策
無害通航,無害航行
計座,預金計座
敬詘,磬折
太廟,宗廟
仲秋節,嘉俳節
奸智,姦智
四地相應,四神相應
改良種,改良種子
興旺,旺興
落科,敗訴
心中,意中
姉兄,姻兄
芻靈,除雄
複試合,複式競技
暮年,晩年
家庭婦人,家庭婦
扉屨,草鞋
奪胎,換奪
宮宇,九重深處
浦項市,浦項
赤貧,極窮
屢屢,累累
冥曹,黃壤
呂尙,太公望
宿志,宿意
櫟木,簿羅樹
石鼠,螻蛄
娟娟,姸姸
交附,交付
漁撈時代,漁獵時代
塵毛,麈尾
陪審官,陪審員
蜻蜓,蜻蛉
義衆,義徒
荒蕪地,瘠地
祭亡妹歌,齋亡妹歌
西小門,昭義門
間接費,間接生産費
巢窟,巢穴
實像,實影像
反逆罪,叛逆罪
妙味,妙趣
傾城傾國,傾國之色
扁蓄,萹蓄
法學,法律學
電型術,電鑄術
恩讎,恩怨
山神,山神靈
佳賓,佳客
供華,供花
貴札,貴函
側柏仁,柏子仁
竪坑,斜坑
曼壽,萬壽
聞人,知名之士
肅愼,珠申
龍涎香,龍涎
水荏,荏子
謝物,禮物
二六坐,二六日
窺覘,窺視
脅威,威脅
地蠶,蠐螬
說貧,說窮
面廳,面事務所
雪辱,雪恥
家父權,家長權
思內樂,詩腦樂
高麗樣,高驪樣
灌頂,密灌
戰車,兵車
卿相,宰相
防波堤,防潮堤
扁竹,扁蓄
流通産業,用役産業
冷覺,寒覺
文見草,葭蘆
膵臟癌,膵癌
賣主市場,販賣者市場
誓約書,誓約文
懸欄,格子天障
鐵鎖,錢鎖
禁喫煙,禁煙
拜顔,拜面
無烟炭,有烟炭
鞏膜,强膜
心包炎,圍心腔
絃聲,弦聲
利己主義,主我主義
太陰陽曆,太陰太陽曆
聖覽,天覽
善隣主義,善隣政策
故歲,客歲
信倚,信依
守錢奴,有財餓鬼
決議權,議決權
政府弗,政府保有弗
陸地棉,在來棉
萹竹,扁竹
刑制,刑法
竣工,起工
行魚,鰯魚
法歲,法臘
無任,無任所
上映權,演奏權
農人,農夫
曦軒,太陽
異常性慾,色情倒錯
不愉快,不快
宦女,官婢
八日,初八日
回折圖,回折像
奸惡嫉妒,奸惡嫉妬
未完成,旣製
態樣,狀態
鐵物店,鐵物廛
木花,涼花
堰止湖,堰塞湖
元朝,正朝
減號,減標
擬聲語,擬音語
大樂司,太樂司
製鍊所,精鍊所
核戰爭,原子戰爭
物質代謝,新陳代謝
探偵,詗察
寶駕,輿駕
正西,正西方
還退,退俗
徽旨,令旨
水素爆彈,水爆
虎疫,虎列刺
無何有,無何有之鄕
偃然,侈傲
通信簿,通信票
斷魂,慘慽
無限量,神祕
隸人,臧獲
兩罰規定,雙罰規定
佛刹,寺刹
三穴砲,三眼銃
抵抗器,電氣抵抗器
女卜,瞽女
割損禮,割禮
火砲戱,放砲宴
班杖,虎杖
土種,土産種
箕卜,箕姑
沙質壤土,沙壤土
世路,世途
喪故,喪事
餘時,他時
他福,冥福
內陸河川,內陸河
遞傳員,郵便集配員
婚書,禮書
加良國,金官伽倻
船首窓,船首窓口
仰見,仰眄
硏磨沙,硏磨砂
自然宗敎,理神論
陽明學,姚江學
國寶,御璽
塡書,背書
外卵膜,外珠皮
國庫,中央金庫
告訃單使,告訃使
雄黃,石雄黃
驛舍,館驛
方便道,加行道
吸墨紙,押紙
神將壇,神衆壇
藝人,演藝人
語套,語態
書籍,冊子
主僕,奴主
殺母蛇,蟾蛇
心包炎,心囊
病者,患者
耉老,耆艾
傭客,傭人
有料貸付,有償貸付
診察費,診察料
黃衣,麥䴷
利子付,利附
拜謁,拜晤
辨理士,特許辨理士
京師,京兆
北滿洲,南滿洲
憤氣騰天,憤氣衝天
枝吾,支梧
跏趺,趺坐
昌德宮,東闕
浮遊選鑛,浮選機
歲月,年華
六注比廛,六矣廛
天道蟲,竝瓢蟲
寢牀,寢床
態樣,模樣
鍵樂器,有鍵樂器
做出,做作
橄欖色,橄欖綠色
外官職,外職
討尋,討究
黙禱,默禱
阿閦如來,阿閦婆
北朝鮮,北韓
德容,德音
慈氏菩薩,慈氏
車駕,金與
炬火,燒燈
樸質,朴質
靑山,靑峰
緊要,一緊
精潔,淨潔
蓮荷,曼陀羅華
島長,島監
水仙花,修禪菖
天安郡,天安市
鑑定人,鑑定者
